source_ip,destination_ip,protocol,port,bytes,label,timestamp
10.0.0.1,9.9.9.9,ICMP,25,82250,BENIGN,2024-01-01T17:26:30
192.168.1.6,9.9.9.9,TCP,80,19822,BENIGN,2024-01-04T15:27:41
192.168.1.7,8.8.4.4,TCP,25,26780,PortScan,2024-01-06T00:07:52
192.168.1.5,1.1.1.1,UDP,25,78904,BENIGN,2024-01-03T20:46:40
192.168.1.2,1.1.1.1,TCP,22,32289,BENIGN,2024-01-04T18:27:05
192.168.1.9,9.9.9.9,UDP,25,4950,BENIGN,2024-01-03T10:50:02
192.168.1.3,8.8.8.8,UDP,3389,36508,BENIGN,2024-01-07T16:24:17
10.0.0.4,8.8.8.8,ICMP,53,2709,BENIGN,2024-01-01T16:06:54
192.168.1.2,8.8.4.4,ICMP,443,8433,PortScan,2024-01-05T22:32:57
10.0.0.1,8.8.8.8,UDP,3389,95026,DDoS,2024-01-02T16:56:28
192.168.1.10,8.8.8.8,ICMP,25,76176,BENIGN,2024-01-07T08:59:35
10.0.0.5,8.8.8.8,TCP,8080,16127,BENIGN,2024-01-04T19:17:14
192.168.1.10,9.9.9.9,ICMP,25,31024,BENIGN,2024-01-06T03:10:10
192.168.1.2,1.1.1.1,TCP,443,57702,BENIGN,2024-01-05T22:56:52
192.168.1.10,8.8.8.8,UDP,8080,49213,BENIGN,2024-01-02T08:54:08
192.168.1.7,9.9.9.9,ICMP,80,36503,BENIGN,2024-01-02T18:12:30
10.0.0.2,8.8.4.4,UDP,22,84693,BENIGN,2024-01-01T10:08:20
10.0.0.1,8.8.8.8,ICMP,3389,88127,PortScan,2024-01-03T21:48:38
192.168.1.7,8.8.4.4,ICMP,25,47660,BENIGN,2024-01-02T11:33:02
192.168.1.4,9.9.9.9,UDP,22,51608,BENIGN,2024-01-04T02:25:46
10.0.0.5,1.1.1.1,UDP,80,21101,BENIGN,2024-01-06T07:49:23
10.0.0.5,9.9.9.9,TCP,443,10598,BENIGN,2024-01-06T23:12:56
192.168.1.7,8.8.4.4,ICMP,53,13259,BENIGN,2024-01-02T22:42:12
192.168.1.9,8.8.8.8,UDP,53,79020,BENIGN,2024-01-07T15:32:14
192.168.1.8,8.8.8.8,TCP,25,84194,DoS-Hulk,2024-01-03T05:31:04
10.0.0.3,1.1.1.1,TCP,53,26324,BENIGN,2024-01-04T16:59:49
192.168.1.2,8.8.8.8,TCP,80,67781,BENIGN,2024-01-02T13:53:32
10.0.0.1,9.9.9.9,UDP,53,62800,PortScan,2024-01-02T14:53:15
10.0.0.1,8.8.4.4,UDP,80,11162,BENIGN,2024-01-06T00:43:51
192.168.1.7,9.9.9.9,ICMP,80,2817,BENIGN,2024-01-01T06:41:25
10.0.0.1,1.1.1.1,TCP,53,26087,DDoS,2024-01-04T04:14:59
192.168.1.3,8.8.8.8,UDP,8080,56317,DoS-Hulk,2024-01-04T03:46:35
192.168.1.6,1.1.1.1,ICMP,22,1950,BENIGN,2024-01-07T09:09:40
10.0.0.5,9.9.9.9,ICMP,53,15633,BENIGN,2024-01-03T17:23:08
192.168.1.4,8.8.4.4,UDP,25,64871,DoS-Hulk,2024-01-05T15:17:13
10.0.0.4,1.1.1.1,ICMP,80,37189,BENIGN,2024-01-03T07:09:21
192.168.1.7,1.1.1.1,TCP,443,34414,BENIGN,2024-01-03T20:35:24
10.0.0.5,1.1.1.1,UDP,8080,89788,BENIGN,2024-01-06T13:26:59
192.168.1.8,1.1.1.1,UDP,25,52208,BENIGN,2024-01-03T13:48:46
10.0.0.2,9.9.9.9,ICMP,8080,33684,DoS-Hulk,2024-01-01T21:16:44
192.168.1.1,8.8.8.8,UDP,80,61826,BENIGN,2024-01-05T07:11:52
10.0.0.1,8.8.8.8,TCP,443,66231,Brute Force,2024-01-05T14:57:22
192.168.1.7,8.8.4.4,TCP,8080,5490,BENIGN,2024-01-03T04:14:45
192.168.1.9,9.9.9.9,UDP,53,17390,BENIGN,2024-01-02T02:06:42
192.168.1.9,9.9.9.9,TCP,443,15414,BENIGN,2024-01-04T19:14:46
192.168.1.3,9.9.9.9,UDP,25,47363,BENIGN,2024-01-06T05:16:17
10.0.0.5,8.8.4.4,ICMP,3389,99919,BENIGN,2024-01-04T04:49:30
192.168.1.7,1.1.1.1,UDP,25,64492,BENIGN,2024-01-02T20:03:32
10.0.0.5,9.9.9.9,TCP,80,19580,BENIGN,2024-01-01T15:53:37
192.168.1.1,9.9.9.9,UDP,80,92631,BENIGN,2024-01-06T16:03:44
10.0.0.5,9.9.9.9,TCP,53,46829,BENIGN,2024-01-07T19:21:38
192.168.1.8,8.8.8.8,ICMP,3389,19505,BENIGN,2024-01-02T12:01:00
192.168.1.4,8.8.4.4,TCP,3389,22158,BENIGN,2024-01-07T04:10:50
192.168.1.10,1.1.1.1,ICMP,22,69045,PortScan,2024-01-07T22:15:14
10.0.0.5,8.8.8.8,TCP,3389,65388,BENIGN,2024-01-02T03:28:06
192.168.1.1,8.8.4.4,ICMP,25,16089,DDoS,2024-01-05T18:48:36
10.0.0.5,8.8.8.8,UDP,80,3884,BENIGN,2024-01-01T23:36:40
10.0.0.2,9.9.9.9,UDP,25,35400,BENIGN,2024-01-01T01:41:27
192.168.1.1,9.9.9.9,UDP,25,96348,BENIGN,2024-01-07T21:46:45
10.0.0.4,8.8.8.8,ICMP,443,42458,BENIGN,2024-01-01T16:10:32
192.168.1.9,9.9.9.9,TCP,53,33544,DoS-Hulk,2024-01-03T03:50:57
10.0.0.3,9.9.9.9,TCP,22,27392,BENIGN,2024-01-02T23:27:35
192.168.1.7,8.8.4.4,ICMP,3389,85829,BENIGN,2024-01-02T20:53:41
192.168.1.8,9.9.9.9,ICMP,3389,40745,BENIGN,2024-01-02T14:14:24
192.168.1.2,8.8.4.4,ICMP,80,64275,BENIGN,2024-01-06T09:44:40
192.168.1.8,8.8.4.4,ICMP,8080,55552,DDoS,2024-01-02T02:16:44
10.0.0.3,8.8.4.4,ICMP,80,56999,DoS-Hulk,2024-01-06T04:05:11
192.168.1.9,8.8.4.4,UDP,25,29490,BENIGN,2024-01-02T21:10:02
192.168.1.9,8.8.8.8,UDP,53,57425,DDoS,2024-01-01T23:03:49
192.168.1.8,8.8.4.4,TCP,80,89794,DDoS,2024-01-04T15:30:01
192.168.1.9,9.9.9.9,UDP,8080,6355,PortScan,2024-01-07T16:29:19
192.168.1.1,8.8.8.8,ICMP,53,54235,BENIGN,2024-01-02T03:31:14
10.0.0.2,8.8.4.4,UDP,443,76851,BENIGN,2024-01-01T23:49:01
192.168.1.1,8.8.8.8,ICMP,25,60770,DoS-GoldenEye,2024-01-03T04:17:54
10.0.0.4,9.9.9.9,TCP,22,54658,DoS-GoldenEye,2024-01-04T14:41:46
10.0.0.2,9.9.9.9,ICMP,53,81864,BENIGN,2024-01-04T05:12:30
10.0.0.5,1.1.1.1,TCP,80,10352,BENIGN,2024-01-04T03:31:54
192.168.1.2,9.9.9.9,ICMP,22,866,PortScan,2024-01-05T19:01:58
192.168.1.3,9.9.9.9,UDP,25,53196,BENIGN,2024-01-06T21:46:05
10.0.0.4,8.8.4.4,ICMP,25,90578,BENIGN,2024-01-05T19:03:04
192.168.1.2,1.1.1.1,TCP,22,25108,DoS-GoldenEye,2024-01-02T08:35:48
10.0.0.2,1.1.1.1,TCP,80,63160,DoS-GoldenEye,2024-01-02T18:16:45
192.168.1.7,1.1.1.1,TCP,443,60842,BENIGN,2024-01-02T19:09:22
192.168.1.1,8.8.8.8,TCP,80,96933,BENIGN,2024-01-06T09:41:35
192.168.1.8,8.8.8.8,UDP,8080,31901,Brute Force,2024-01-03T10:38:38
10.0.0.4,9.9.9.9,TCP,443,1132,BENIGN,2024-01-02T05:54:10
10.0.0.2,9.9.9.9,UDP,3389,65072,BENIGN,2024-01-07T17:27:10
192.168.1.1,9.9.9.9,UDP,53,67386,Brute Force,2024-01-06T22:06:41
192.168.1.1,8.8.8.8,UDP,8080,41499,BENIGN,2024-01-07T17:08:50
10.0.0.5,9.9.9.9,UDP,22,64952,BENIGN,2024-01-05T05:00:08
192.168.1.7,8.8.8.8,TCP,443,95285,BENIGN,2024-01-03T07:58:57
192.168.1.8,1.1.1.1,ICMP,80,77125,BENIGN,2024-01-05T02:47:07
10.0.0.4,9.9.9.9,TCP,443,94864,DDoS,2024-01-05T17:42:13
10.0.0.4,8.8.4.4,UDP,3389,21337,Brute Force,2024-01-03T12:21:13
10.0.0.2,8.8.8.8,ICMP,53,17020,BENIGN,2024-01-03T02:28:28
192.168.1.10,9.9.9.9,TCP,3389,54623,BENIGN,2024-01-06T23:48:28
192.168.1.4,8.8.8.8,TCP,443,34284,BENIGN,2024-01-05T07:59:47
192.168.1.3,8.8.8.8,TCP,443,56542,BENIGN,2024-01-02T09:11:45
192.168.1.2,1.1.1.1,UDP,443,44706,BENIGN,2024-01-05T07:28:17
10.0.0.3,8.8.4.4,TCP,3389,90557,DoS-GoldenEye,2024-01-07T06:07:02
192.168.1.2,8.8.8.8,UDP,3389,60017,BENIGN,2024-01-02T08:18:39
10.0.0.3,8.8.8.8,ICMP,22,66593,Brute Force,2024-01-02T06:42:11
192.168.1.2,1.1.1.1,UDP,80,95566,BENIGN,2024-01-04T13:05:13
10.0.0.3,9.9.9.9,ICMP,3389,13114,DoS-Hulk,2024-01-02T20:56:30
192.168.1.6,1.1.1.1,TCP,3389,26562,BENIGN,2024-01-06T07:53:58
10.0.0.3,8.8.8.8,TCP,3389,62184,Brute Force,2024-01-05T03:25:00
192.168.1.3,8.8.8.8,UDP,443,93842,BENIGN,2024-01-06T00:52:48
10.0.0.1,1.1.1.1,TCP,3389,98863,BENIGN,2024-01-07T10:16:18
192.168.1.4,1.1.1.1,UDP,53,53748,BENIGN,2024-01-06T13:37:17
192.168.1.9,8.8.4.4,TCP,53,19182,Brute Force,2024-01-01T02:53:51
192.168.1.9,8.8.8.8,TCP,443,41362,DoS-Hulk,2024-01-05T20:59:21
192.168.1.3,9.9.9.9,TCP,53,99608,Brute Force,2024-01-01T10:48:15
10.0.0.1,1.1.1.1,ICMP,22,82886,BENIGN,2024-01-07T07:23:47
192.168.1.7,9.9.9.9,ICMP,25,72662,Brute Force,2024-01-04T16:38:25
192.168.1.6,8.8.4.4,TCP,3389,36771,DoS-Hulk,2024-01-07T09:43:49
192.168.1.3,9.9.9.9,UDP,25,26987,BENIGN,2024-01-07T14:34:31
192.168.1.10,9.9.9.9,ICMP,443,85133,BENIGN,2024-01-05T21:49:14
10.0.0.5,8.8.4.4,TCP,22,70542,DoS-GoldenEye,2024-01-05T01:25:41
10.0.0.2,1.1.1.1,ICMP,8080,37314,BENIGN,2024-01-03T14:15:16
192.168.1.9,8.8.4.4,ICMP,443,99327,BENIGN,2024-01-02T22:36:40
10.0.0.5,8.8.4.4,TCP,3389,39938,BENIGN,2024-01-06T03:08:01
192.168.1.2,8.8.8.8,UDP,443,82280,Brute Force,2024-01-07T03:49:11
192.168.1.1,8.8.8.8,UDP,443,75130,BENIGN,2024-01-01T01:31:06
192.168.1.4,1.1.1.1,UDP,443,37394,BENIGN,2024-01-07T22:49:48
10.0.0.2,9.9.9.9,ICMP,25,32557,BENIGN,2024-01-02T06:38:58
192.168.1.10,1.1.1.1,UDP,53,12943,BENIGN,2024-01-02T18:41:12
10.0.0.4,9.9.9.9,TCP,22,8251,DoS-Hulk,2024-01-06T03:45:26
192.168.1.8,1.1.1.1,UDP,22,48504,DDoS,2024-01-07T09:16:58
192.168.1.9,9.9.9.9,UDP,8080,65482,BENIGN,2024-01-06T03:19:50
10.0.0.2,9.9.9.9,ICMP,53,21444,Brute Force,2024-01-02T18:02:37
192.168.1.8,9.9.9.9,TCP,25,67364,BENIGN,2024-01-07T10:07:24
192.168.1.4,9.9.9.9,UDP,22,97944,BENIGN,2024-01-02T21:40:58
192.168.1.6,8.8.8.8,ICMP,3389,53658,Brute Force,2024-01-02T08:08:15
192.168.1.10,8.8.4.4,TCP,8080,20193,BENIGN,2024-01-02T10:17:41
192.168.1.6,8.8.4.4,UDP,53,3767,BENIGN,2024-01-02T17:36:49
192.168.1.10,9.9.9.9,TCP,443,37256,BENIGN,2024-01-03T14:47:33
10.0.0.2,9.9.9.9,TCP,22,71866,BENIGN,2024-01-05T05:33:04
192.168.1.1,9.9.9.9,UDP,8080,40693,BENIGN,2024-01-07T20:47:26
192.168.1.6,9.9.9.9,UDP,3389,94476,BENIGN,2024-01-02T14:41:00
192.168.1.9,9.9.9.9,UDP,25,58961,DoS-GoldenEye,2024-01-02T19:23:39
192.168.1.6,8.8.8.8,ICMP,25,81835,PortScan,2024-01-05T23:18:46
10.0.0.5,9.9.9.9,UDP,8080,6105,BENIGN,2024-01-06T09:03:40
10.0.0.1,8.8.8.8,TCP,25,3351,DoS-Hulk,2024-01-07T22:36:20
10.0.0.3,8.8.4.4,ICMP,25,16324,BENIGN,2024-01-07T18:55:23
192.168.1.10,8.8.8.8,ICMP,8080,24924,BENIGN,2024-01-06T18:35:49
192.168.1.1,8.8.8.8,ICMP,8080,23659,BENIGN,2024-01-01T05:31:35
192.168.1.4,1.1.1.1,ICMP,3389,76063,BENIGN,2024-01-06T09:23:28
192.168.1.9,8.8.4.4,UDP,8080,5996,BENIGN,2024-01-06T23:09:06
192.168.1.1,8.8.4.4,UDP,80,54486,PortScan,2024-01-01T07:00:25
192.168.1.6,9.9.9.9,UDP,22,15126,PortScan,2024-01-02T04:55:58
192.168.1.5,1.1.1.1,TCP,443,11847,BENIGN,2024-01-02T20:55:19
192.168.1.7,1.1.1.1,TCP,8080,42736,BENIGN,2024-01-03T04:51:12
192.168.1.1,8.8.4.4,UDP,22,42048,BENIGN,2024-01-02T17:29:40
192.168.1.6,8.8.4.4,UDP,3389,15955,BENIGN,2024-01-01T15:06:38
10.0.0.3,1.1.1.1,UDP,8080,98717,BENIGN,2024-01-07T02:55:24
192.168.1.2,8.8.4.4,TCP,443,61025,BENIGN,2024-01-07T17:06:29
192.168.1.8,8.8.8.8,UDP,25,30736,BENIGN,2024-01-01T05:25:27
192.168.1.10,8.8.8.8,TCP,3389,72806,BENIGN,2024-01-02T12:34:31
192.168.1.7,9.9.9.9,TCP,3389,83435,BENIGN,2024-01-07T01:45:41
192.168.1.3,8.8.4.4,ICMP,80,32233,BENIGN,2024-01-07T12:34:06
10.0.0.5,9.9.9.9,TCP,22,61002,Brute Force,2024-01-04T12:15:00
192.168.1.3,8.8.8.8,TCP,53,35922,BENIGN,2024-01-04T01:04:36
192.168.1.7,8.8.4.4,ICMP,80,76797,PortScan,2024-01-07T04:38:38
192.168.1.3,8.8.8.8,UDP,22,51913,BENIGN,2024-01-02T11:49:10
10.0.0.2,8.8.4.4,UDP,80,80112,PortScan,2024-01-07T03:02:22
192.168.1.6,8.8.4.4,ICMP,443,98757,Brute Force,2024-01-06T11:51:49
10.0.0.1,8.8.4.4,UDP,80,60366,BENIGN,2024-01-04T23:40:12
10.0.0.2,1.1.1.1,ICMP,22,79894,BENIGN,2024-01-06T18:47:56
192.168.1.1,1.1.1.1,UDP,8080,91390,BENIGN,2024-01-06T22:25:29
192.168.1.9,8.8.8.8,ICMP,25,10261,DoS-GoldenEye,2024-01-07T12:53:34
10.0.0.4,9.9.9.9,ICMP,22,46367,BENIGN,2024-01-05T13:37:39
192.168.1.6,9.9.9.9,TCP,3389,91461,PortScan,2024-01-01T02:27:20
192.168.1.6,1.1.1.1,UDP,22,29135,BENIGN,2024-01-01T05:45:42
10.0.0.1,8.8.4.4,TCP,22,80505,DoS-Hulk,2024-01-04T16:18:25
192.168.1.4,1.1.1.1,UDP,443,4922,DoS-GoldenEye,2024-01-04T09:46:34
10.0.0.2,1.1.1.1,TCP,80,83781,BENIGN,2024-01-05T19:22:06
192.168.1.5,9.9.9.9,TCP,8080,25497,BENIGN,2024-01-07T20:46:26
192.168.1.10,1.1.1.1,TCP,8080,16909,BENIGN,2024-01-01T18:56:49
10.0.0.5,1.1.1.1,ICMP,25,36056,BENIGN,2024-01-03T07:52:50
192.168.1.1,8.8.4.4,ICMP,8080,59597,PortScan,2024-01-01T00:34:09
10.0.0.1,8.8.8.8,UDP,53,53430,DDoS,2024-01-04T07:49:07
192.168.1.9,9.9.9.9,UDP,443,67897,BENIGN,2024-01-01T12:39:36
192.168.1.4,8.8.8.8,UDP,53,69884,DDoS,2024-01-06T10:44:25
192.168.1.7,1.1.1.1,UDP,22,75049,BENIGN,2024-01-01T07:23:24
192.168.1.4,9.9.9.9,TCP,80,25905,Brute Force,2024-01-02T23:54:31
192.168.1.2,8.8.8.8,TCP,53,56716,BENIGN,2024-01-01T06:59:50
10.0.0.1,8.8.4.4,UDP,80,14234,BENIGN,2024-01-06T17:56:20
192.168.1.6,8.8.8.8,UDP,8080,31130,BENIGN,2024-01-01T21:14:12
192.168.1.10,9.9.9.9,TCP,25,58617,DoS-GoldenEye,2024-01-02T12:21:29
192.168.1.1,8.8.8.8,UDP,443,90980,BENIGN,2024-01-01T18:56:27
192.168.1.1,9.9.9.9,TCP,443,80150,DoS-GoldenEye,2024-01-06T05:46:56
10.0.0.1,8.8.8.8,ICMP,22,38755,BENIGN,2024-01-05T15:06:25
192.168.1.10,9.9.9.9,TCP,3389,78687,BENIGN,2024-01-01T03:05:21
192.168.1.8,9.9.9.9,ICMP,8080,13374,BENIGN,2024-01-05T02:55:13
10.0.0.1,8.8.8.8,UDP,8080,43117,BENIGN,2024-01-03T08:03:51
192.168.1.1,8.8.8.8,ICMP,3389,25477,BENIGN,2024-01-07T22:57:36
192.168.1.9,8.8.4.4,UDP,53,63197,BENIGN,2024-01-06T09:30:22
192.168.1.3,8.8.8.8,TCP,80,40950,BENIGN,2024-01-06T06:56:59
10.0.0.1,8.8.4.4,UDP,8080,71028,BENIGN,2024-01-02T18:24:58
192.168.1.5,8.8.4.4,UDP,443,1159,BENIGN,2024-01-07T06:47:07
10.0.0.1,1.1.1.1,TCP,80,66567,BENIGN,2024-01-07T18:57:05
192.168.1.7,8.8.4.4,TCP,80,84058,PortScan,2024-01-03T10:37:17
192.168.1.6,1.1.1.1,ICMP,53,91166,DoS-GoldenEye,2024-01-06T16:08:26
192.168.1.6,8.8.4.4,ICMP,443,54979,BENIGN,2024-01-04T23:43:02
192.168.1.8,8.8.8.8,UDP,80,584,BENIGN,2024-01-03T16:57:38
192.168.1.8,1.1.1.1,TCP,53,96383,BENIGN,2024-01-05T00:33:38
192.168.1.7,1.1.1.1,UDP,80,981,DoS-GoldenEye,2024-01-05T09:40:41
192.168.1.6,8.8.8.8,ICMP,22,18764,BENIGN,2024-01-04T12:38:11
10.0.0.1,8.8.4.4,TCP,22,26199,BENIGN,2024-01-03T09:37:14
192.168.1.4,8.8.4.4,ICMP,80,44640,BENIGN,2024-01-07T17:30:40
192.168.1.4,8.8.8.8,TCP,3389,34413,BENIGN,2024-01-02T05:28:25
10.0.0.1,1.1.1.1,UDP,25,14644,BENIGN,2024-01-05T02:33:40
192.168.1.5,9.9.9.9,TCP,443,48904,DDoS,2024-01-03T01:54:43
10.0.0.3,9.9.9.9,ICMP,22,15631,Brute Force,2024-01-02T18:04:08
192.168.1.3,1.1.1.1,TCP,8080,49670,DDoS,2024-01-05T13:00:35
192.168.1.7,1.1.1.1,TCP,3389,80844,BENIGN,2024-01-03T07:04:47
192.168.1.5,1.1.1.1,UDP,80,7080,PortScan,2024-01-04T09:34:38
10.0.0.4,9.9.9.9,TCP,25,10770,PortScan,2024-01-06T17:05:30
192.168.1.10,8.8.8.8,TCP,8080,50971,DoS-GoldenEye,2024-01-07T04:18:11
192.168.1.9,9.9.9.9,TCP,443,93487,BENIGN,2024-01-05T12:54:00
192.168.1.8,9.9.9.9,UDP,443,76277,BENIGN,2024-01-05T20:47:02
10.0.0.3,8.8.8.8,TCP,80,26707,BENIGN,2024-01-06T11:40:40
192.168.1.7,1.1.1.1,UDP,53,49525,PortScan,2024-01-07T22:25:25
10.0.0.4,8.8.4.4,UDP,8080,11209,BENIGN,2024-01-02T15:07:35
192.168.1.5,9.9.9.9,ICMP,443,30269,DoS-Hulk,2024-01-01T11:59:01
192.168.1.10,8.8.4.4,UDP,53,61382,BENIGN,2024-01-06T05:58:35
10.0.0.3,9.9.9.9,UDP,443,50218,BENIGN,2024-01-01T07:11:58
192.168.1.4,8.8.4.4,ICMP,22,47167,BENIGN,2024-01-02T00:00:22
192.168.1.9,8.8.8.8,UDP,80,12998,BENIGN,2024-01-02T10:32:28
192.168.1.1,1.1.1.1,UDP,80,88587,BENIGN,2024-01-04T23:53:54
10.0.0.2,8.8.4.4,TCP,25,79271,BENIGN,2024-01-02T16:09:22
10.0.0.3,8.8.4.4,TCP,3389,39352,Brute Force,2024-01-04T10:05:36
10.0.0.3,9.9.9.9,UDP,3389,76115,PortScan,2024-01-01T03:27:48
192.168.1.9,1.1.1.1,UDP,80,29843,BENIGN,2024-01-03T13:07:49
192.168.1.9,9.9.9.9,ICMP,3389,60576,BENIGN,2024-01-05T03:13:27
192.168.1.6,1.1.1.1,UDP,3389,91580,DoS-GoldenEye,2024-01-06T01:39:37
192.168.1.8,8.8.8.8,UDP,80,75795,BENIGN,2024-01-02T13:23:00
10.0.0.2,8.8.8.8,UDP,3389,86456,BENIGN,2024-01-05T07:18:10
192.168.1.7,9.9.9.9,ICMP,3389,52970,BENIGN,2024-01-07T12:35:18
192.168.1.10,8.8.8.8,ICMP,3389,4321,BENIGN,2024-01-02T16:31:33
192.168.1.6,9.9.9.9,UDP,80,51301,BENIGN,2024-01-01T18:33:23
192.168.1.4,9.9.9.9,TCP,443,74747,BENIGN,2024-01-06T11:31:09
192.168.1.5,8.8.8.8,TCP,22,88558,BENIGN,2024-01-07T17:02:44
10.0.0.4,9.9.9.9,TCP,80,26183,BENIGN,2024-01-01T20:14:26
192.168.1.7,8.8.4.4,TCP,80,38255,DDoS,2024-01-07T08:44:28
192.168.1.1,8.8.4.4,ICMP,22,22621,BENIGN,2024-01-04T23:10:45
192.168.1.7,9.9.9.9,TCP,22,17026,PortScan,2024-01-07T12:15:11
10.0.0.2,8.8.8.8,UDP,3389,27163,BENIGN,2024-01-02T13:50:43
192.168.1.5,9.9.9.9,ICMP,25,62330,PortScan,2024-01-02T22:14:54
192.168.1.5,1.1.1.1,ICMP,25,89862,BENIGN,2024-01-06T13:40:50
192.168.1.1,1.1.1.1,UDP,22,52428,BENIGN,2024-01-03T23:53:50
10.0.0.5,9.9.9.9,UDP,53,75614,BENIGN,2024-01-01T11:23:03
192.168.1.5,9.9.9.9,UDP,25,93377,DoS-Hulk,2024-01-04T14:38:17
10.0.0.4,1.1.1.1,UDP,80,23637,BENIGN,2024-01-06T05:51:05
10.0.0.5,1.1.1.1,ICMP,8080,12621,BENIGN,2024-01-05T18:37:48
192.168.1.1,1.1.1.1,TCP,443,82424,BENIGN,2024-01-07T12:37:38
10.0.0.5,8.8.8.8,ICMP,25,94787,BENIGN,2024-01-03T15:16:48
192.168.1.7,8.8.8.8,UDP,22,99111,DDoS,2024-01-02T06:38:55
10.0.0.3,8.8.4.4,UDP,53,21705,BENIGN,2024-01-04T01:37:25
192.168.1.1,9.9.9.9,TCP,22,83837,BENIGN,2024-01-06T14:32:21
10.0.0.2,9.9.9.9,TCP,53,5051,BENIGN,2024-01-01T03:07:38
10.0.0.2,1.1.1.1,UDP,25,98230,BENIGN,2024-01-06T15:13:16
192.168.1.2,8.8.8.8,ICMP,25,31857,BENIGN,2024-01-06T07:29:46
10.0.0.4,8.8.4.4,TCP,80,2467,BENIGN,2024-01-02T05:16:37
192.168.1.2,9.9.9.9,TCP,22,88100,BENIGN,2024-01-01T03:15:55
192.168.1.3,9.9.9.9,UDP,80,28499,BENIGN,2024-01-01T10:01:58
192.168.1.9,1.1.1.1,UDP,25,6359,DDoS,2024-01-07T08:17:53
10.0.0.2,8.8.8.8,UDP,25,40512,BENIGN,2024-01-06T09:19:13
192.168.1.1,8.8.8.8,UDP,3389,26542,BENIGN,2024-01-04T00:43:49
192.168.1.4,1.1.1.1,TCP,22,55370,BENIGN,2024-01-01T08:08:21
192.168.1.6,1.1.1.1,ICMP,25,8380,Brute Force,2024-01-03T16:14:42
192.168.1.2,1.1.1.1,ICMP,80,5868,Brute Force,2024-01-06T01:04:32
10.0.0.4,8.8.4.4,UDP,8080,82254,BENIGN,2024-01-03T07:12:34
10.0.0.5,9.9.9.9,UDP,22,30562,BENIGN,2024-01-03T14:16:04
192.168.1.6,1.1.1.1,TCP,53,85820,BENIGN,2024-01-04T20:06:41
192.168.1.4,9.9.9.9,TCP,22,86340,BENIGN,2024-01-04T09:06:23
192.168.1.6,8.8.8.8,TCP,80,53983,BENIGN,2024-01-04T15:49:41
192.168.1.8,8.8.8.8,ICMP,8080,74706,DoS-GoldenEye,2024-01-03T01:56:27
192.168.1.2,8.8.4.4,ICMP,25,51030,BENIGN,2024-01-02T14:43:08
10.0.0.1,8.8.4.4,ICMP,53,8949,BENIGN,2024-01-05T01:36:23
10.0.0.5,9.9.9.9,UDP,8080,84063,BENIGN,2024-01-03T19:41:55
10.0.0.2,8.8.8.8,TCP,22,80886,BENIGN,2024-01-02T12:08:02
10.0.0.2,9.9.9.9,TCP,8080,10505,BENIGN,2024-01-01T17:27:13
192.168.1.8,8.8.4.4,TCP,80,49350,BENIGN,2024-01-03T11:31:53
192.168.1.4,9.9.9.9,ICMP,443,17698,BENIGN,2024-01-04T09:00:36
10.0.0.3,8.8.8.8,ICMP,3389,54480,BENIGN,2024-01-04T12:01:07
192.168.1.4,8.8.4.4,UDP,80,27076,DoS-Hulk,2024-01-07T13:05:09
10.0.0.5,1.1.1.1,ICMP,25,94406,BENIGN,2024-01-03T16:47:29
192.168.1.7,8.8.4.4,TCP,53,82646,BENIGN,2024-01-01T01:45:36
192.168.1.8,8.8.8.8,TCP,22,83247,BENIGN,2024-01-02T17:13:27
192.168.1.3,8.8.8.8,TCP,8080,72038,DDoS,2024-01-03T11:31:40
192.168.1.2,9.9.9.9,ICMP,53,40924,BENIGN,2024-01-02T23:48:52
192.168.1.4,9.9.9.9,TCP,8080,32732,DoS-Hulk,2024-01-04T16:17:04
192.168.1.8,1.1.1.1,UDP,3389,63168,BENIGN,2024-01-01T23:18:22
192.168.1.6,9.9.9.9,UDP,80,61797,Brute Force,2024-01-06T08:33:36
192.168.1.10,9.9.9.9,TCP,3389,63276,BENIGN,2024-01-01T05:46:13
192.168.1.7,8.8.8.8,UDP,8080,70511,DoS-GoldenEye,2024-01-02T20:30:21
192.168.1.3,8.8.4.4,UDP,53,40188,BENIGN,2024-01-06T12:07:17
192.168.1.9,9.9.9.9,TCP,443,18011,BENIGN,2024-01-06T16:40:53
10.0.0.5,1.1.1.1,TCP,22,65727,BENIGN,2024-01-05T13:00:37
10.0.0.5,9.9.9.9,UDP,25,49008,BENIGN,2024-01-05T15:51:32
10.0.0.1,8.8.8.8,UDP,22,16415,BENIGN,2024-01-05T16:05:19
192.168.1.3,1.1.1.1,UDP,443,98610,DDoS,2024-01-05T05:31:51
192.168.1.8,8.8.4.4,ICMP,22,85415,BENIGN,2024-01-05T16:14:11
10.0.0.2,1.1.1.1,TCP,53,4622,DDoS,2024-01-05T09:16:10
10.0.0.1,8.8.8.8,ICMP,25,84685,BENIGN,2024-01-02T19:04:27
192.168.1.8,1.1.1.1,UDP,80,79024,BENIGN,2024-01-02T23:01:08
10.0.0.3,8.8.8.8,ICMP,25,50477,BENIGN,2024-01-05T19:49:43
10.0.0.5,8.8.8.8,ICMP,80,55536,DoS-Hulk,2024-01-03T00:17:58
192.168.1.5,8.8.4.4,ICMP,8080,86409,PortScan,2024-01-05T15:29:42
10.0.0.2,9.9.9.9,ICMP,3389,11748,BENIGN,2024-01-02T07:49:42
